Common_Name,Habitat_Type,Obs_Depth_m,Body_Length_cm,Body_Weight_kg,Sex,Water_Temp_C,Salinity_ppt,pH,Estimated_Age_yr
Bluefin Tuna,Marine,473.0,304.6,551.774,Juvenile,2.3,34.5,7.75,21.2
Albacore Tuna,Marine,221.8,150.1,54.121,Female,3.2,35.1,7.5,8.6
Yellowfin Tuna,Marine,774.6,217.3,122.443,Male,1.6,34.4,8.13,3.4
Sailfish,Marine,236.4,339.5,86.519,Male,2.2,33.6,7.59,2.7
Mahi-Mahi,Marine,163.2,173.1,38.905,Male,24.9,36.9,7.9,2.6
Swordfish,Marine,0.0,330.9,512.165,Male,24.4,35.9,7.77,5.2
Swordfish,Marine,452.7,402.3,490.265,Female,5.8,33.1,7.54,4.1
Blue Marlin,Marine,369.2,445.6,1088.207,Juvenile,3.8,36.1,7.91,11.4
Wahoo,Marine,79.4,273.3,73.971,Male,26.4,36.0,7.94,2.3
Albacore Tuna,Marine,600.0,165.6,65.834,Juvenile,4.2,35.3,7.85,8.9
Wahoo,Marine,252.6,194.9,89.456,Female,3.6,35.8,8.12,8.8
Blue Marlin,Marine,803.7,585.7,440.025,Juvenile,5.8,33.6,8.03,16.5
Sailfish,Marine,273.6,309.6,89.822,Female,2.3,33.0,8.26,4.8
Mahi-Mahi,Marine,217.3,227.5,47.282,Juvenile,4.9,33.2,7.71,1.4
Blue Marlin,Marine,566.7,453.7,895.808,Juvenile,1.4,34.7,7.62,7.9
Bluefin Tuna,Marine,855.7,426.3,686.256,Female,4.9,36.5,7.51,20.1
Mahi-Mahi,Marine,280.0,258.2,40.464,Juvenile,2.1,36.8,8.09,3.7
Wahoo,Marine,335.0,229.2,89.215,Female,1.4,35.1,7.9,5.2
Mahi-Mahi,Marine,195.3,193.3,45.925,Female,20.1,33.7,7.6,3.1
Blue Marlin,Marine,851.5,494.7,875.052,Male,2.5,35.3,7.67,9.6
Mahi-Mahi,Marine,143.7,233.1,40.702,Juvenile,23.8,37.0,7.63,2.8
Mahi-Mahi,Marine,149.7,222.1,20.873,Female,18.1,37.0,8.21,2.9
Mahi-Mahi,Marine,0.8,209.2,50.006,Male,19.0,34.2,7.65,1.8
Mahi-Mahi,Marine,37.5,209.4,48.726,Male,20.0,35.8,7.51,2.0
Sailfish,Marine,97.5,333.1,88.723,Male,25.6,36.1,7.75,6.5
Swordfish,Marine,332.5,357.5,357.119,Female,2.1,36.7,7.89,7.4
Albacore Tuna,Marine,415.6,148.5,65.403,Female,2.2,35.8,7.9,4.5
Bluefin Tuna,Marine,638.9,419.8,426.039,Female,1.3,35.2,8.04,15.8
Wahoo,Marine,216.4,255.4,88.593,Female,4.2,34.8,8.0,5.4
Swordfish,Marine,139.2,406.4,571.736,Male,28.5,36.4,8.05,4.3
Yellowfin Tuna,Marine,847.0,206.2,259.024,Male,5.4,36.6,8.15,2.6
Mahi-Mahi,Marine,36.6,226.0,53.343,Male,21.8,34.2,7.53,2.6
Swordfish,Marine,391.7,403.8,745.444,Juvenile,2.5,33.6,7.62,3.4
Blue Marlin,Marine,665.6,484.5,1114.771,Male,2.2,36.7,7.72,14.0
Bluefin Tuna,Marine,1000.0,344.9,458.909,Juvenile,1.1,35.9,8.29,12.7
Wahoo,Marine,251.3,216.3,85.113,Male,3.0,36.1,8.23,3.9
Albacore Tuna,Marine,141.2,165.5,53.064,Female,23.5,33.4,7.89,7.2
Bluefin Tuna,Marine,746.7,320.4,456.784,Juvenile,3.9,36.1,7.7,18.6
Yellowfin Tuna,Marine,613.8,176.5,143.892,Female,2.2,35.8,7.69,3.8
Yellowfin Tuna,Marine,411.7,301.8,208.637,Female,2.4,36.9,7.77,4.3
Swordfish,Marine,306.5,331.2,630.761,Male,1.3,34.6,7.81,6.9
Yellowfin Tuna,Marine,526.3,191.8,165.534,Female,3.7,35.5,7.99,4.5
Mahi-Mahi,Marine,119.8,170.0,30.534,Male,18.1,34.5,8.12,1.0
Swordfish,Marine,395.9,359.2,486.197,Juvenile,2.8,33.0,8.14,4.3
Mahi-Mahi,Marine,37.4,207.6,33.201,Female,22.2,34.2,7.87,2.3
Swordfish,Marine,281.5,404.8,620.362,Juvenile,1.1,34.4,7.63,4.1
Blue Marlin,Marine,547.8,408.7,692.588,Female,4.4,35.9,8.02,10.2
Blue Marlin,Marine,258.6,596.8,632.499,Female,2.8,35.5,7.59,11.6
Bluefin Tuna,Marine,132.7,463.0,663.654,Juvenile,23.3,34.0,7.98,20.4
Swordfish,Marine,121.4,469.8,533.62,Male,20.8,36.3,8.09,7.5
Swordfish,Marine,319.2,340.1,432.152,Female,3.5,34.8,8.13,3.3
Swordfish,Marine,216.5,421.5,690.176,Juvenile,3.8,36.8,7.64,7.3
Wahoo,Marine,330.9,273.8,78.859,Juvenile,3.6,36.5,8.24,6.7
Swordfish,Marine,125.3,347.8,783.518,Male,20.2,33.2,7.7,2.0
Yellowfin Tuna,Marine,422.7,202.3,202.047,Female,5.8,35.9,8.34,3.8
Blue Marlin,Marine,640.1,493.3,908.915,Juvenile,3.9,35.4,7.52,19.3
Mahi-Mahi,Marine,67.1,193.2,27.171,Juvenile,26.6,35.7,8.33,2.8
Sailfish,Marine,167.6,364.2,89.151,Female,29.8,35.7,7.59,5.9
Blue Marlin,Marine,989.0,455.1,537.611,Female,3.2,33.4,7.82,13.5
Wahoo,Marine,121.7,234.4,69.715,Male,21.3,36.2,7.56,4.4
Albacore Tuna,Marine,0.0,119.0,56.022,Female,18.0,35.4,8.17,8.7
Sailfish,Marine,170.7,263.0,91.443,Juvenile,20.2,35.0,7.53,7.0
Swordfish,Marine,467.9,415.2,635.299,Juvenile,1.9,34.6,8.12,2.2
Sailfish,Marine,118.2,327.6,89.258,Juvenile,24.5,35.0,8.04,5.4
Bluefin Tuna,Marine,885.7,356.1,643.717,Male,4.4,36.6,7.82,13.1
Bluefin Tuna,Marine,455.0,364.0,620.954,Juvenile,2.4,36.5,8.1,23.5
Albacore Tuna,Marine,171.4,112.4,59.945,Male,25.8,34.1,8.33,4.7
Wahoo,Marine,118.0,243.4,90.865,Male,26.9,36.3,8.22,4.9
Swordfish,Marine,27.9,404.7,528.947,Juvenile,18.7,35.0,8.19,7.4
Bluefin Tuna,Marine,641.6,398.1,826.926,Female,1.6,35.9,7.52,18.6
Wahoo,Marine,228.5,247.1,62.73,Female,2.1,35.7,7.79,9.4
Yellowfin Tuna,Marine,633.5,240.2,116.469,Male,4.2,36.5,8.1,4.4
Yellowfin Tuna,Marine,444.2,214.0,168.344,Juvenile,4.1,35.7,7.86,3.5
Swordfish,Marine,337.9,375.8,673.952,Male,5.5,34.6,7.9,3.7
Sailfish,Marine,263.5,330.2,92.794,Juvenile,5.7,36.3,7.84,4.5
Wahoo,Marine,120.8,215.9,61.732,Juvenile,27.1,34.6,7.93,3.6
Wahoo,Marine,11.5,208.0,112.091,Juvenile,24.7,35.8,7.79,5.4
Wahoo,Marine,189.3,224.5,71.8,Juvenile,21.6,35.2,8.2,5.9
Blue Marlin,Marine,980.0,417.6,679.564,Juvenile,1.8,35.1,8.11,8.1
Albacore Tuna,Marine,600.0,194.0,56.17,Male,4.5,35.9,7.74,2.2
Albacore Tuna,Marine,291.3,151.2,58.279,Juvenile,1.9,34.6,7.52,4.2
Wahoo,Marine,233.1,246.7,86.287,Female,4.1,35.6,8.06,5.1
Swordfish,Marine,157.5,402.9,814.797,Male,21.2,33.5,7.71,3.6
Albacore Tuna,Marine,179.2,170.0,60.256,Male,18.8,34.1,7.91,9.2
Swordfish,Marine,800.0,403.2,565.474,Male,1.5,35.8,7.52,3.5
Mahi-Mahi,Marine,99.3,240.1,41.857,Male,19.4,36.3,7.97,1.3
Wahoo,Marine,114.9,231.9,83.097,Juvenile,23.4,34.4,7.61,5.6
Bluefin Tuna,Marine,312.6,320.5,666.34,Male,1.5,33.4,7.56,20.0
Swordfish,Marine,320.8,410.6,498.43,Juvenile,5.1,33.7,8.01,3.2
Blue Marlin,Marine,782.6,514.0,534.302,Female,1.2,36.4,7.68,1.6
Mahi-Mahi,Marine,208.5,237.2,48.325,Male,4.1,33.1,7.91,3.4
Mahi-Mahi,Marine,273.8,218.7,51.216,Female,5.1,36.8,8.24,3.8
Bluefin Tuna,Marine,256.4,522.3,635.86,Male,2.0,34.9,7.92,29.0
Sailfish,Marine,230.3,327.3,103.889,Male,2.0,33.9,7.8,8.7
Wahoo,Marine,74.3,266.0,66.638,Female,26.5,35.0,7.94,5.0
Blue Marlin,Marine,572.4,390.5,775.794,Female,4.1,33.8,8.24,15.6
Bluefin Tuna,Marine,0.0,403.4,677.885,Female,28.3,34.9,8.2,16.2
Blue Marlin,Marine,322.3,485.4,839.298,Male,2.6,33.9,8.16,16.8
Bluefin Tuna,Marine,686.8,433.9,600.68,Juvenile,3.4,33.8,8.37,6.7
Blue Marlin,Marine,709.0,421.9,450.348,Male,3.0,34.8,7.94,8.4
Yellowfin Tuna,Marine,624.0,190.9,206.943,Juvenile,1.2,33.9,7.61,4.1
Bluefin Tuna,Marine,1000.0,438.4,773.908,Male,5.4,36.2,8.29,20.4
Sailfish,Marine,270.2,354.1,91.734,Female,5.9,33.7,8.19,7.4
Albacore Tuna,Marine,549.6,135.9,43.294,Juvenile,4.6,36.2,8.12,7.5
Sailfish,Marine,76.7,303.6,87.783,Female,26.7,35.1,8.15,3.9
Blue Marlin,Marine,138.8,458.0,860.563,Female,20.3,33.1,8.24,18.4
Albacore Tuna,Marine,475.1,161.6,58.694,Male,2.0,34.1,7.59,5.3
Blue Marlin,Marine,363.2,388.3,759.525,Female,4.8,33.5,7.62,13.8
Bluefin Tuna,Marine,681.0,410.3,764.296,Female,3.3,34.7,7.57,12.2
Wahoo,Marine,179.5,201.6,48.736,Male,19.2,34.4,8.14,7.9
Sailfish,Marine,157.0,208.5,95.029,Male,24.9,34.6,8.39,5.1
Yellowfin Tuna,Marine,340.8,159.6,178.951,Female,4.9,34.9,8.33,2.5
Swordfish,Marine,189.0,413.2,639.369,Juvenile,21.8,33.3,7.76,4.3
Swordfish,Marine,235.3,303.3,626.801,Female,2.5,34.1,8.01,3.4
Yellowfin Tuna,Marine,957.4,232.3,166.928,Female,2.1,34.8,8.36,3.7
Swordfish,Marine,656.2,454.5,532.405,Male,2.1,35.2,8.01,5.6
Yellowfin Tuna,Marine,397.7,225.7,215.565,Female,1.9,35.1,7.77,3.5
Sailfish,Marine,138.7,282.6,55.66,Female,28.7,35.3,7.58,4.1
Bluefin Tuna,Marine,241.4,354.8,495.878,Male,3.2,36.9,8.23,22.7
Wahoo,Marine,273.5,209.3,71.833,Male,3.0,34.0,7.52,5.7
Blue Marlin,Marine,857.3,317.8,837.234,Female,1.3,33.3,7.65,17.2
Yellowfin Tuna,Marine,371.5,243.9,179.259,Juvenile,3.4,35.9,8.35,2.6
Sailfish,Marine,181.5,347.8,98.518,Juvenile,21.1,34.7,7.69,5.1
Mahi-Mahi,Marine,27.6,231.0,34.096,Juvenile,24.8,35.6,8.22,3.9
Blue Marlin,Marine,383.1,438.6,541.145,Male,1.1,36.5,8.04,18.7
Albacore Tuna,Marine,243.9,136.2,67.994,Male,2.2,33.6,8.0,5.6
Albacore Tuna,Marine,243.5,106.8,50.306,Juvenile,1.1,34.4,8.03,4.0
Blue Marlin,Marine,516.0,544.8,803.482,Juvenile,3.1,33.7,8.16,14.4
Mahi-Mahi,Marine,39.1,167.8,33.84,Juvenile,29.5,36.1,8.34,1.5
Yellowfin Tuna,Marine,949.4,224.1,252.939,Juvenile,3.4,34.0,8.16,2.6
Mahi-Mahi,Marine,253.1,210.0,48.11,Female,2.6,36.2,7.78,2.6
Bluefin Tuna,Marine,591.2,417.4,774.421,Juvenile,2.1,33.4,7.8,16.2
Bluefin Tuna,Marine,15.7,452.1,832.662,Juvenile,18.9,35.7,8.06,7.3
Swordfish,Marine,383.1,508.2,533.543,Female,2.2,35.5,8.05,3.5
Wahoo,Marine,231.7,240.1,95.405,Juvenile,3.1,36.7,8.16,6.4
Swordfish,Marine,343.8,315.7,559.162,Juvenile,2.5,36.8,7.68,5.3
Albacore Tuna,Marine,203.5,122.3,42.747,Female,5.0,35.3,7.94,9.0
Wahoo,Marine,100.8,256.2,111.421,Female,18.5,36.0,7.91,7.5
Swordfish,Marine,300.1,442.7,720.232,Female,1.2,34.7,7.64,5.4
Blue Marlin,Marine,119.6,595.3,785.2,Female,22.5,33.1,8.09,12.9
Bluefin Tuna,Marine,419.6,470.3,429.263,Juvenile,1.1,36.9,8.37,18.4
Swordfish,Marine,347.5,357.9,704.159,Female,1.7,36.6,8.15,3.0
Sailfish,Marine,250.3,317.7,86.073,Juvenile,4.8,35.7,7.91,6.9
Mahi-Mahi,Marine,26.6,265.0,58.694,Female,29.4,35.2,8.28,3.3
Bluefin Tuna,Marine,539.4,334.9,601.608,Male,4.5,33.0,8.28,17.4
Yellowfin Tuna,Marine,271.6,201.6,222.231,Male,3.1,35.3,8.22,4.0
Albacore Tuna,Marine,397.5,152.1,60.608,Male,3.0,34.6,7.61,7.1
Albacore Tuna,Marine,477.2,143.7,84.229,Juvenile,3.6,33.7,7.78,7.7
Swordfish,Marine,471.5,375.1,483.337,Female,4.0,33.9,7.82,6.4
Swordfish,Marine,496.6,371.8,640.817,Juvenile,2.6,36.9,7.81,3.1
Swordfish,Marine,541.2,400.9,541.521,Female,1.9,33.0,7.6,5.0
Blue Marlin,Marine,387.7,400.5,929.546,Juvenile,1.2,33.8,7.85,12.9
Albacore Tuna,Marine,267.7,132.8,63.797,Female,1.9,36.7,8.36,4.4
Albacore Tuna,Marine,39.4,138.2,54.608,Juvenile,20.6,35.1,8.21,7.8
Yellowfin Tuna,Marine,831.4,307.9,214.792,Female,2.3,36.0,8.0,3.1
Albacore Tuna,Marine,398.6,119.8,52.174,Juvenile,5.6,35.4,7.7,7.8
Wahoo,Marine,161.4,212.9,81.133,Juvenile,24.3,34.9,8.03,6.9
Blue Marlin,Marine,210.0,535.2,862.208,Female,1.8,35.2,8.23,9.5
Yellowfin Tuna,Marine,292.3,232.3,149.354,Female,2.9,36.9,7.63,2.6
Yellowfin Tuna,Marine,738.7,237.0,289.44,Male,3.2,36.7,8.2,3.7
Mahi-Mahi,Marine,236.4,184.5,46.087,Male,5.7,36.1,8.22,2.0
Blue Marlin,Marine,480.0,592.6,736.244,Female,5.2,36.3,7.52,11.0
Mahi-Mahi,Marine,93.9,203.1,52.185,Juvenile,22.5,36.3,7.79,2.7
Wahoo,Marine,24.6,250.1,80.88,Male,25.8,36.3,7.93,3.5
Bluefin Tuna,Marine,255.5,431.8,577.34,Female,2.3,36.4,7.96,20.8
Blue Marlin,Marine,732.3,541.8,729.957,Female,5.1,33.4,7.52,10.5
Blue Marlin,Marine,466.3,554.1,1001.238,Female,4.4,36.1,7.62,12.3
Wahoo,Marine,116.3,260.3,87.014,Female,23.6,34.0,7.61,6.6
Albacore Tuna,Marine,136.6,141.7,39.919,Female,18.9,35.4,7.63,7.7
Blue Marlin,Marine,834.6,428.5,690.942,Female,3.0,36.6,8.24,14.6
Yellowfin Tuna,Marine,310.0,214.2,183.802,Female,5.1,33.1,8.03,2.7
Swordfish,Marine,569.3,404.4,670.3,Male,3.7,36.0,7.98,4.9
Blue Marlin,Marine,1000.0,444.8,715.784,Juvenile,5.7,35.7,7.82,20.3
Sailfish,Marine,116.4,360.6,81.243,Female,29.6,35.8,7.97,4.9
Albacore Tuna,Marine,234.5,122.9,33.561,Juvenile,2.1,36.5,7.72,4.2
Bluefin Tuna,Marine,949.8,459.9,630.623,Female,4.2,34.0,7.54,21.8
Blue Marlin,Marine,723.3,463.5,782.657,Female,1.3,34.0,8.25,12.3
Mahi-Mahi,Marine,212.0,234.4,55.151,Female,4.2,36.2,7.61,1.8
Wahoo,Marine,0.0,224.8,93.21,Female,21.9,33.3,7.87,4.5
Wahoo,Marine,261.4,281.6,89.796,Juvenile,1.4,33.5,7.5,6.8
Yellowfin Tuna,Marine,311.6,263.7,201.73,Female,5.6,36.2,8.33,1.8
Sailfish,Marine,282.0,210.5,107.499,Female,3.8,34.8,8.39,5.5
Mahi-Mahi,Marine,80.8,200.4,43.609,Male,22.3,35.1,7.72,2.8
Sailfish,Marine,77.6,341.4,87.375,Female,23.1,36.3,7.67,6.0
Wahoo,Marine,178.3,260.7,107.999,Female,20.3,36.4,7.58,6.0
Blue Marlin,Marine,246.4,462.0,772.481,Female,4.7,37.0,7.94,6.5
Sailfish,Marine,157.0,308.0,110.303,Female,19.7,36.2,7.72,2.6
Mahi-Mahi,Marine,209.6,187.2,42.495,Female,2.0,33.6,7.65,3.2
Swordfish,Marine,221.7,464.0,784.848,Juvenile,5.5,36.8,8.24,2.0
Blue Marlin,Marine,851.4,442.7,1131.067,Juvenile,5.8,35.8,7.59,9.3
Yellowfin Tuna,Marine,339.5,227.6,204.983,Juvenile,3.4,35.2,8.1,3.1
Albacore Tuna,Marine,199.4,142.0,67.204,Female,20.0,35.7,7.79,6.7
Albacore Tuna,Marine,276.2,132.0,72.787,Female,4.0,34.1,7.7,6.8
Wahoo,Marine,70.9,289.1,75.003,Juvenile,20.0,34.6,7.73,3.7
Bluefin Tuna,Marine,656.0,402.2,622.692,Male,2.6,36.5,8.17,13.5
Bluefin Tuna,Marine,756.1,474.4,528.339,Female,2.1,33.9,7.71,24.0
Bluefin Tuna,Marine,451.0,336.8,683.6,Female,3.6,34.9,7.78,19.1
Blue Marlin,Marine,147.4,422.7,777.848,Juvenile,29.8,33.4,7.63,16.1
Blue Marlin,Marine,367.4,421.5,983.297,Juvenile,1.3,33.1,7.74,6.4
Swordfish,Marine,267.7,424.8,583.292,Male,3.2,36.0,8.29,7.3
Albacore Tuna,Marine,467.9,148.4,56.624,Female,5.8,34.0,8.14,6.1
Mahi-Mahi,Marine,0.0,226.0,32.241,Female,23.5,36.7,8.07,2.1
Mahi-Mahi,Marine,128.0,224.1,38.439,Juvenile,27.7,34.9,8.25,1.8
Yellowfin Tuna,Marine,889.3,203.5,173.378,Male,5.8,33.2,7.99,2.3
Sailfish,Marine,168.5,342.1,98.18,Male,25.4,36.3,8.18,8.0
Bluefin Tuna,Marine,272.7,421.2,420.316,Male,4.7,33.3,7.59,12.4
Bluefin Tuna,Marine,808.0,477.6,655.78,Juvenile,3.0,33.8,7.6,16.3
Bluefin Tuna,Marine,312.8,373.2,613.476,Juvenile,2.8,36.4,8.23,14.9
Sailfish,Marine,79.6,310.1,112.342,Male,25.5,35.3,7.65,8.2
Swordfish,Marine,447.2,373.8,699.153,Juvenile,5.6,36.0,8.17,5.3
Mahi-Mahi,Marine,135.7,227.8,43.662,Male,19.8,36.3,8.32,0.1
Yellowfin Tuna,Marine,485.0,223.1,248.453,Male,3.1,34.1,8.37,5.0
Yellowfin Tuna,Marine,496.2,226.2,160.852,Male,2.1,35.8,8.28,2.7
Swordfish,Marine,0.0,403.9,804.216,Female,21.7,36.5,8.23,1.0
Mahi-Mahi,Marine,41.9,206.0,28.932,Female,27.1,35.0,8.21,2.2
Albacore Tuna,Marine,205.7,147.5,45.587,Juvenile,5.3,33.9,8.01,7.0
Mahi-Mahi,Marine,66.5,205.9,43.096,Male,19.3,36.2,7.93,2.6
Yellowfin Tuna,Marine,128.7,274.2,219.722,Female,24.5,35.3,7.63,2.6
Swordfish,Marine,527.0,508.0,616.003,Male,5.9,35.6,7.54,7.4
Yellowfin Tuna,Marine,314.4,207.8,198.183,Juvenile,5.3,36.8,8.25,2.2
Bluefin Tuna,Marine,264.4,486.8,657.839,Female,2.3,36.6,7.83,21.1
Sailfish,Marine,253.7,294.6,85.764,Female,2.3,36.4,7.77,7.8
Mahi-Mahi,Marine,130.6,193.1,41.643,Male,19.6,35.7,8.18,2.1
Sailfish,Marine,217.5,412.8,100.685,Male,1.9,36.2,8.25,6.4
Swordfish,Marine,328.0,385.9,696.959,Juvenile,3.8,34.7,8.21,6.7
Bluefin Tuna,Marine,1000.0,373.7,568.38,Female,5.8,33.9,8.34,15.1
Mahi-Mahi,Marine,210.0,195.7,45.892,Female,1.6,35.7,8.07,1.6
Wahoo,Marine,116.3,235.4,63.38,Juvenile,21.6,36.4,7.54,6.8
Sailfish,Marine,101.7,308.1,91.422,Female,18.7,34.8,7.81,4.5
Wahoo,Marine,147.7,247.5,77.875,Male,19.2,36.7,8.19,7.3
Swordfish,Marine,402.3,312.5,552.43,Male,1.5,35.5,7.72,2.6
Swordfish,Marine,287.2,367.6,441.422,Juvenile,4.2,35.6,7.88,3.2
Bluefin Tuna,Marine,126.5,460.4,775.66,Female,28.3,33.8,7.92,18.2
Yellowfin Tuna,Marine,582.3,230.6,167.154,Juvenile,3.8,33.5,7.9,2.7
Mahi-Mahi,Marine,157.8,207.0,46.136,Female,21.9,35.5,7.81,1.4
Blue Marlin,Marine,318.8,470.7,547.063,Juvenile,3.8,33.9,7.87,12.7
Swordfish,Marine,191.9,453.0,485.866,Male,19.9,33.5,8.21,1.5
Albacore Tuna,Marine,497.0,143.7,58.403,Juvenile,1.6,35.7,8.06,5.0
Blue Marlin,Marine,475.6,542.6,636.843,Female,3.2,33.6,7.58,10.1
Blue Marlin,Marine,615.0,524.3,927.091,Male,3.5,34.3,7.73,9.9
Bluefin Tuna,Marine,307.1,327.2,731.958,Male,4.8,33.3,8.36,17.4
Mahi-Mahi,Marine,217.3,196.6,34.992,Male,1.4,33.5,7.7,2.0
Swordfish,Marine,378.0,341.2,655.653,Female,3.1,35.2,7.93,0.1
Blue Marlin,Marine,708.4,420.7,813.239,Male,2.1,35.0,7.7,17.2
Mahi-Mahi,Marine,117.6,184.4,41.769,Male,20.2,33.4,8.1,2.4
Yellowfin Tuna,Marine,773.1,216.2,135.63,Female,5.0,34.8,8.15,3.3
Swordfish,Marine,270.6,390.2,737.034,Juvenile,2.3,34.0,8.38,5.2
Sailfish,Marine,146.9,249.2,63.518,Female,28.8,33.9,8.18,5.8
Bluefin Tuna,Marine,291.5,457.9,306.283,Male,5.2,34.5,7.57,16.1
Yellowfin Tuna,Marine,800.6,143.0,180.107,Female,1.4,35.1,8.15,3.0
Yellowfin Tuna,Marine,438.7,205.6,233.395,Juvenile,2.4,35.6,7.54,4.4
Albacore Tuna,Marine,268.0,175.2,49.946,Female,5.0,34.5,8.15,5.2
Yellowfin Tuna,Marine,590.7,132.2,264.271,Juvenile,2.2,36.0,7.97,4.2
Mahi-Mahi,Marine,196.0,205.3,32.345,Male,22.2,34.2,7.57,1.6
Blue Marlin,Marine,247.5,558.0,706.133,Male,3.9,33.6,8.1,13.0
Albacore Tuna,Marine,384.2,142.2,43.448,Juvenile,1.5,35.3,8.16,7.4
Mahi-Mahi,Marine,77.6,235.1,45.387,Female,23.5,36.6,8.06,3.1
Blue Marlin,Marine,713.0,494.8,1058.234,Juvenile,3.2,34.4,7.9,17.8
Sailfish,Marine,146.8,240.0,53.929,Female,21.2,36.8,7.66,6.7
Bluefin Tuna,Marine,197.0,415.8,379.965,Female,23.6,37.0,7.76,18.8
Wahoo,Marine,121.1,239.2,107.487,Juvenile,27.1,34.1,7.53,6.8
Mahi-Mahi,Marine,76.6,172.7,52.088,Juvenile,18.2,34.2,7.52,2.5
Swordfish,Marine,372.6,353.3,555.657,Female,4.2,36.4,7.94,4.0
Albacore Tuna,Marine,254.1,142.0,72.403,Juvenile,3.6,34.5,8.21,4.6
Sailfish,Marine,0.0,252.5,114.24,Female,21.5,33.6,8.38,4.0
Swordfish,Marine,425.3,387.4,580.39,Juvenile,5.3,36.0,7.89,2.2
Yellowfin Tuna,Marine,82.0,317.5,251.277,Juvenile,24.5,34.9,7.95,3.3
Wahoo,Marine,95.8,230.0,91.45,Female,29.3,34.6,7.86,5.2
Wahoo,Marine,131.0,260.7,79.123,Juvenile,19.3,33.7,7.96,4.0
Yellowfin Tuna,Marine,299.3,200.6,221.769,Juvenile,1.3,35.7,7.71,2.5
Sailfish,Marine,189.0,307.4,112.211,Female,26.8,36.8,8.05,3.9
Blue Marlin,Marine,285.0,504.0,461.855,Female,4.4,35.8,8.14,15.9
Sailfish,Marine,188.3,376.8,89.036,Male,28.2,35.0,8.33,4.8
Sailfish,Marine,121.7,312.6,64.703,Juvenile,22.5,36.6,7.92,7.6
Yellowfin Tuna,Marine,370.0,263.2,181.119,Juvenile,5.2,34.6,8.29,3.6
Sailfish,Marine,168.4,269.3,91.929,Male,19.4,36.7,8.13,3.3
Sailfish,Marine,190.1,292.4,90.66,Male,27.8,34.3,7.55,7.5
Sailfish,Marine,133.5,365.6,93.67,Juvenile,25.1,34.1,7.62,6.6
Blue Marlin,Marine,397.3,598.0,724.915,Male,2.3,33.5,7.97,11.2
Blue Marlin,Marine,872.7,483.3,848.95,Male,2.9,36.0,8.38,15.6
Swordfish,Marine,541.7,399.8,487.059,Juvenile,2.5,36.3,7.97,6.0
Mahi-Mahi,Marine,165.4,204.3,37.429,Juvenile,25.1,36.9,8.3,1.8
Bluefin Tuna,Marine,724.8,417.8,634.995,Male,2.1,36.7,7.88,13.2
Albacore Tuna,Marine,516.0,128.1,53.302,Juvenile,2.7,33.4,7.98,7.6
Wahoo,Marine,185.3,207.7,78.423,Male,20.3,35.7,7.79,7.8
Blue Marlin,Marine,277.6,512.6,878.319,Female,1.9,33.7,8.27,21.1
Mahi-Mahi,Marine,138.2,218.2,20.358,Female,24.9,35.0,8.0,4.3
Yellowfin Tuna,Marine,664.3,178.4,131.628,Juvenile,2.0,35.8,7.62,2.5
Albacore Tuna,Marine,219.4,148.6,49.276,Female,3.1,35.1,7.71,8.7
Bluefin Tuna,Marine,475.9,431.5,562.759,Male,3.8,34.6,7.84,21.3
Mahi-Mahi,Marine,191.2,193.4,28.834,Juvenile,25.3,35.5,7.74,2.0
Blue Marlin,Marine,483.5,477.2,887.276,Juvenile,1.2,36.2,8.14,18.2
Yellowfin Tuna,Marine,886.3,192.1,160.708,Male,2.5,35.1,7.87,4.5
Sailfish,Marine,242.9,263.9,57.934,Male,3.4,34.1,8.16,9.2
Mahi-Mahi,Marine,110.4,231.2,36.605,Female,25.4,36.5,8.22,2.5
Swordfish,Marine,741.3,389.7,457.429,Juvenile,3.0,34.7,7.72,4.4
Yellowfin Tuna,Marine,537.3,273.6,203.043,Female,5.1,33.2,7.91,3.2
Albacore Tuna,Marine,76.4,126.7,54.095,Female,26.6,33.9,8.3,6.3
Sailfish,Marine,209.8,416.4,69.171,Juvenile,5.7,34.0,8.39,4.6
Sailfish,Marine,93.2,347.8,52.983,Female,19.5,33.0,7.62,6.0
Sailfish,Marine,260.1,297.3,89.979,Male,4.6,33.1,8.15,7.9
Wahoo,Marine,136.3,258.0,79.355,Juvenile,24.8,35.8,8.06,4.0
Mahi-Mahi,Marine,80.5,202.3,47.685,Juvenile,23.0,35.2,7.98,2.1
Wahoo,Marine,142.4,293.0,65.064,Juvenile,19.4,35.9,7.64,3.0
Wahoo,Marine,199.2,294.3,88.618,Juvenile,25.9,36.0,8.13,6.6
Yellowfin Tuna,Marine,389.1,211.0,199.499,Male,4.4,34.6,7.55,3.6
Sailfish,Marine,63.4,277.3,89.889,Female,29.0,34.8,7.76,6.2
Sailfish,Marine,233.3,255.7,93.689,Female,5.9,35.2,8.07,7.2
Sailfish,Marine,270.2,324.4,102.185,Female,5.0,33.3,8.2,2.8
Albacore Tuna,Marine,274.3,167.0,42.556,Juvenile,3.9,36.3,8.07,6.8
Swordfish,Marine,260.7,363.4,477.697,Female,4.7,35.0,8.38,4.9
Wahoo,Marine,20.6,247.8,106.741,Juvenile,23.1,37.0,7.77,5.1
Albacore Tuna,Marine,317.0,128.9,74.537,Juvenile,5.4,34.8,8.05,5.0
Wahoo,Marine,120.8,193.2,87.228,Male,19.4,33.5,7.75,4.8
